asn	country	institution
7803	AR	Miniphone S.A.
7804	US	SOFTWOOD - Softwood
7805	US	ICD - ICD Inc.
7806	US	ASN7806 - Binary Net, LLC
7807	US	RURALNET - RuralNet
7808	US	ECCOMPANY - The EC Company
7809	US	SYNOPSYS - Synopsys Inc.
7810	US	CMPC - CompuCom Systems, Inc.
7811	US	ITOCHU - ITOCHU Techno-Solutions America, Inc.
7812	US	AEGISSTAR-ASN1 - Aegis Star Corporation
7813	US	NPL - The Northwest PC Link
7814	US	CNS-NETWORK - Chenango Net Services
7815	US	MADENTECH - Madentech Consulting, Inc.
7816	US	CTC - Concurrent Technologies Corporation
7817	US	SURFNET - Surfnet
7818	US	ASN-QUEENCREEK - Town of Queen Creek
7819	US	GLOBAL-IP-NETWORKS - Global IP Networks INC
7820	US	TOWERFCU-AS - Tower Federal Credit Union
7821	US	ZAYO-MN - Inteliquent, inc.
7822	US	AVICENNA - Avicenna Systems Corporation
7823	US	DUPONT-ASN - DuPont
7824	US	GWIS-AS0 - Gateway to Internet Services
7825	US	IMAGINENET-AS1 - imagine.com
7826	CA	HME-AS1 - Canada Connect Corp.
7827	US	ABII-AS - American Business Information
7828	US	DRMSCPASN - Northland Communications
7829	US	ASN-NEXTWEB-R2 - Nextweb, Inc
7830	US	VIVIDHOSTING - CommWerks
7831	US	WEBWARP - WebWarp Technologies
7832	US	PCISYS - WW/Precision Communication
7833	US	EXTRANET-01 - Extra.Net
7834	US	BTGCOM - L3 Technologies, Inc.
7835	US	ABRAXIS - Abraxis Networks, Inc.
7836	US	XO-AS16 - MCI Communications Services, Inc. d/b/a Verizon Business
7837	ZZ	-Reserved AS-
7838	US	USAA - USAA
7839	US	MARKTRAVEL - The Mark Travel Corp
7840	US	TLN-AS - The Library Network
7841	US	DEMINET - Deus Ex Machina, Inc.
7842	US	WEBWORLD - WebWorld Inc
7843	US	TWC-7843-BB - Charter Communications Inc
7844	US	OASIS - OASIS TECHNOLOGIES
7845	US	INTEGRATELECOM - Integra Telecom, Inc.
7846	US	RIGHTLINE - Rightline, Inc.
7847	US	NASA-HPCC-ESS - NASA Goddard Space Flight Center
7848	US	RCN-AS2 - RCN
7849	US	CROCKERCOM - CROCKER COMMUNICATIONS
7850	US	CITYLINKFIBER - iHighway.net, Inc.
7851	US	TWC-7851-NA - Charter Communications Inc
7852	US	PGTEL - California Internet Services
7853	US	COMCAST-TELECOMM-2 - Comcast Cable Communications, LLC
7854	US	DSSVAUS - Virginia Department of Social Services
7855	MU	ERX-TELECOMPLUS Telecom Plus
7856	US	EPPROACH-0 - Epproach Communications, LLC
7857	US	EMPIRE2-ASN - Empire Communications, Inc.
7858	US	EXECUTELE - Executive Telecard, S.A.
7859	US	PAIR-NETWORKS - pair Networks
7860	CA	UPEI-AS - University of Prince Edward Island
7861	CA	TELUS-7861 - TELUS Communications Inc.
7862	US	CHEVRON - Texaco Group, Inc.
7863	US	ACADIAN - Acadian Internet Access
7865	US	SWITCHBOARD-MA - Switchboard, Incorporated
7866	US	BTI - Business Telecom, Inc.
7867	US	TECHDATA - TECH DATA CORPORATION
7868	US	DATA-LIFE - Data Life Associates, Inc.
7869	US	DATADEPOT-ASN - The Data Depot, Inc.
7870	US	WHY - The Why? Network
7871	US	SEIDATA - SEI Data
7872	US	USAP-ASN - United States Antarctic Program
7873	CA	MICROTEC-AS - MICROTEC TECHNOLOGIES INC.
7874	US	SHKOO - shkoo consulting
7875	US	ENTECH - Entrepreneurial Technologies, Inc.
7876	US	DRS-1 - Dominion Resources Services, Inc.
7877	US	AGENCY-COM-NY - Online Magic
7878	CA	TCEL-AS - Telnet Canada Enterprises, Ltd.
7879	US	DIMENSION-NET-1 - Dimension Enterprises, Inc.
7880	US	NEURAL-AS - Neural Applications
7881	US	IMGIS - IMGIS
7882	US	SPRINT-HAWAII - Sprint Hawaii
7883	ZZ	-Reserved AS-
7884	US	ASN-NC-FUCAPMARK - First Union Capital Markets Group
7885	CA	YUKONCOLLEGE - Yukon College
7886	US	EMPIRICAL-AS - Empirical Media Corporation
7887	US	AS-CCPL - Cuyahoga County Public Library
7888	US	CSI-CORP - Component Software International, Inc.
7889	US	FULL-ECLIPSE - Full Eclipse, Inc.
7890	BR	Unilink Redes de Informacoes Ltda
7891	US	BELLSOUTH-NET-BLK2 - AT&T Corp.
7892	US	BELLSOUTH-NET-BLK2 - AT&T Corp.
7893	US	BELLSOUTH-NET-BLK2 - AT&T Corp.
7894	US	BELLSOUTH-NET-BLK2 - AT&T Corp.
7895	US	FABRIK - Fabrik Communications Inc.
7896	US	UNL-AS - University of Nebraska-Lincoln
7897	US	XINGNET - Xing Technology Corporation
7898	US	DNA-ASN - Digital Network Associates
7899	US	EXAMCO - Examco, Inc.
7900	US	HOOSIER - Hoosier Online Systems Corp.
7902	US	PINS - Public Interest Network Services
7903	US	OASIS-AS - Atlantic Broadband Finance, LLC
7904	US	NISI - National Internet Source, Inc.
7905	US	SOONER-AS - Sooner Technology
7906	MX	Redes y Consultoria al Comercio Exterior, S.A. de C.V.
7907	US	NETWORLDTRON - Networldtron Corp
7908	VE	BT LATAM Venezuela, S.A.
7909	US	ASN1 - WYN INTERNATIONAL LLC
7911	US	LVLT-7911 - Level 3 Parent, LLC
7912	US	STATEFARMINSCO - State Farm Mutual Automobile Insurance Company
7913	US	METROLINK - MetroLink Internet Services Inc.
7914	US	CSI - Church of Scientology International
7915	US	DAYTONA-STATE-COLLEGE - Daytona State College Inc
7916	US	ISDNET - Innovative System Design
7917	US	UNITEDHEALTH-GROUP - UnitedHealth Group Incorporated
7918	US	LARKOM-AS - Larkom
7919	US	DIGITALDATA-AS - Digital Data Technologies, Inc.
7920	US	OPTIMALSATCOM - Optimal Satcom, Inc.
7921	US	ADTRAV - Adtrav Corporation
7922	US	COMCAST-7922 - Comcast Cable Communications, LLC
7923	US	UPLANET-AS - Unwired Planet
7924	US	ADVANCEDONLINE - Advanced Online Services Inc.
7925	US	WVNET - West Virginia Network for Educational Telecomputing
7926	US	FICO - Fair Isaac and Company
7927	VE	Global One Venezuela
7928	CA	AICOM-AS - AIC Asia International Services Corporation
7929	US	WETWARE - Wetware Services
7930	US	TSCNET - TSCNet Online Services
7931	US	ACVI - Auburn Cable Vision Inc.
7932	US	NUMERIX - Numerix
7933	US	BORDERS-GROUP - Borders Group Inc.
7934	AR	Prima S.A.
7935	US	PO-ASN - Physicians Online
7936	US	NPDGROUP - The NPD Group Inc.
7937	US	SOUTHTECH - SouthTech.Net
7938	US	CIRCLE - Circle Net, Inc.
7939	US	UNIVCENTFLA - University of Central Florida
7940	CA	JCI-INC - JC International Inc.
7941	US	INTERNET-ARCHIVE - Internet Archive
7942	US	GE-AS5 - General Electric Company
7943	US	TDS-SA-ISP - Trident Data Systems
7944	US	DMVOL-ASN - DELMARVA ONLINE
7945	US	CYBERG8T - Cyberg8t Internet Services, Inc.
7946	US	MET-NET - Metropolitan Government of Nashville & Davidson County
7947	US	RADIO - Susquehanna Radio Corporation
7948	US	GEOPLEX - AT&T
7949	US	123NET-WEST - 123.Net, Inc.
7950	CA	HC-AS - Holland College
7951	US	PCEZ - PCs Made Easy, LLC
7952	US	PCMAGIC-GATEWAY - PC Magic Network
7953	CO	Supernet S.A.
7954	US	IMMENSE-NETWORKS - Immense Networks, LLC
7955	US	AWCC-ASN - Allied Wireless Communications Corporation
7956	US	ONECOM-LTP - Windstream Communications LLC
7957	US	SHOPX - Shoppers Express, Inc.
7958	US	IDI - Internet Direct, Incorporated
7959	US	VICON - VICON NETWORKS
7960	US	CALPOLY-NET-ENS - California Polytechnic State University
7961	US	RBC - Raw Bandwidth Communications, Inc.
7962	US	EXISNET - EXISNET INC
7963	US	D20 - D20 Hobbies
7964	US	ARCFOUR - Arc Four
7965	VE	Universidad Catolica Andres Bello
7966	US	HARBOR - Harbor Communications
7967	US	SECUREDOC - Secure Document Systems, Inc.
7968	US	LOYOLA-UNIV-CHICAGO - Loyola University Chicago
7969	CA	CYB-VAN - CYBERION NETWORKING CORP.
7970	US	LEON-FL-SCHL - Leon County School District
7971	ZA	IWEBTT
7972	ZA	GPG
7973	US	MAYO - Mayo Foundation for Medical Education and Research
7974	MX	Instituto Mexicano del Petroleo
7975	US	CONFERENCE-AMERICA - Conference America, Inc.
7976	US	SEDONA-AS - Wolen Computer Services
7977	US	EMCCORP - EMC Corporation
7978	US	PRISM - Prism Communications
7979	US	SERVERS - Servers.com, Inc.
7980	AR	Global One
7981	US	DIGIMARK - DigiMark
7982	US	COGENT-WAN - Cogent software, Inc.
7983	US	WAYNECO - Wayne D. Correia
7985	US	CHRONICLE - THE CHRONICLE OF HIGHER EDUCATION
7986	US	CENTURYLINK-LEGACY-SAVVIS-RESERVED-IPADMIN - CenturyLink Communications, LLC
7987	US	CENTURYLINK-LEGACY-SAVVIS-RESERVED-IPADMIN - CenturyLink Communications, LLC
7988	US	CENTURYLINK-LEGACY-SAVVIS-RESERVED-IPADMIN - CenturyLink Communications, LLC
7989	US	CENTURYLINK-LEGACY-SAVVIS-RESERVED-IPADMIN - CenturyLink Communications, LLC
7990	US	CENTURYLINK-LEGACY-SAVVIS-RESERVED-IPADMIN - CenturyLink Communications, LLC
7991	US	CENTURYLINK-LEGACY-SAVVIS-ASIA-TRANSIT - CenturyLink Communications, LLC
7992	CA	COGECOWAVE - Cogeco Cable
7993	CL	Global One Chile
7994	PE	Global One Peru
7995	MX	Global One Mexico
7996	US	LIMITED - L Brands, Inc.
7997	CO	EPM Telecomunicaciones S.A. E.S.P.
7998	US	CYTEC - Cytec Industries Inc.
7999	US	GAMES-ONLINE - Games Online Inc.
8000	US	DWX-AS - Waddell Digital Imaging Center
8001	US	NET-ACCESS-CORP - Net Access Corporation
8002	US	STEALTH - Stealth Communications
8003	US	GLOBAL-01 - Global Resource Systems LLC
8004	US	DTG - Diversified Technologies Group
8005	US	SUNLINK1 - SunLink
8006	US	SYSCI - Systems & Software Consortium, Inc.
8007	MX	Servicios Administrados Mexis, S.A. de C.V.
8008	US	ETC-60-AS - ENHANCED TELECOMMUNICATIONS CORP.
8009	US	TRANSAMERICA - Transamerica Telecommunications Corporation
8010	US	DIGICON-CORP - Digicon Corporation
8011	US	AS8011 - CoreComm Internet Services Inc
8012	US	PERSHING - The Bank of New York Mellon Corporation
8013	CA	TELUS-AS-8013 - TELUS Communications Inc.
8014	BS	BATELNET - Bahamas Telecommunications Corporation
8015	US	VISI-AS - Vector Internet Services, Inc.
8016	US	VRIS-8016 - MCI Communications Services, Inc. d/b/a Verizon Business
8017	US	VRIS-8017 - MCI Communications Services, Inc. d/b/a Verizon Business
8018	US	VEL-AS - Velocity Networks, Inc.
8019	US	ORCALINK - Orca Networking Technologies
8020	US	CAVECOMM-ASN - Cave Communications
8021	US	PCNET - Paradigm Communications Inc.
8022	US	WTNET - World Trade Network, Inc.
8023	US	CASTLES - Castles Information Network
8024	MX	Centro de Investigaciones Biologicas del Noroeste
8025	US	BRIGHTOK-AS - BrightNet Oklahoma
8026	CO	EMPRESA COLOMBIANA DE PETROLEOS, ECOPETROL
8027	US	GBLNAPSBOSMIX - Global NAPs Inc.
8028	US	PROAXIS - ProAxis Communications, Inc.
8029	US	MSERVE-AS - Microserve, Inc.
8030	US	WORLDNET5-10 - AT&T WorldNet
8031	US	WORLDNET5-10 - AT&T WorldNet
8032	US	WORLDNET5-10 - AT&T WorldNet
8033	US	WORLDNET5-10 - AT&T WorldNet
8034	US	WORLDNET5-10 - AT&T WorldNet
8035	US	WORLDNET5-10 - AT&T WorldNet
8036	US	UTULSA-AS - University of Tulsa
8037	US	PUB-BGP-AS - People's United Bank
8038	US	6CONNECT - 6connect, Inc.
8039	US	CCC-ASN-1 - Cinergy Communications
8040	US	MMD - MMD Entertainment, LLC
8041	US	ATW - EarthReach Communications, LLC
8042	US	WCS - Wickberg Consulting Services
8043	US	LVLT-8043 - Level 3 Parent, LLC
8044	US	SELECT-AS - Select Ticketing Systems Inc.
8045	US	EMIMUSICPUB-NY - EMI Music Publishing
8046	US	NAPANET - NapaNet
8047	US	GCI - GENERAL COMMUNICATION, INC.
8048	VE	CANTV Servicios, Venezuela
8049	US	POL-AS - Productivity OnLine
8050	US	DNC-AS - Direct NET Communications
8051	US	LSWLLP - Lankler Siffert & Wohl LLP
8052	US	TWC-8052-PEAKVIEW - Charter Communications Inc
8053	VE	IFX Networks Venezuela C.A.
8054	CO	Ticsa
8055	BR	Value4Net do Brasil Serviços de Informática Ltda
8056	VE	Internet Comunicaciones, c.a.
8057	US	VISIONNET - Vision Net, Inc.
8058	US	AS8058 - JAB Wireless, INC.
8059	US	ASN-BWAY - Outernet, Inc.
8060	US	BELLSOUTH-NET-BLK3 - AT&T Corp.
8061	US	BELLSOUTH-NET-BLK3 - AT&T Corp.
8062	US	BELLSOUTH-NET-BLK3 - AT&T Corp.
8063	US	BELLSOUTH-NET-BLK3 - AT&T Corp.
8064	US	UABMC - University of Alabama at Birmingham Medical Center
8065	CO	EPM Telecomunicaciones S.A. E.S.P.
8066	AR	Inea Internet S.A.
8067	US	WSCNET-AS - Westfield State University
8068	US	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation
8069	US	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation
8070	US	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation
8071	US	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation
8072	US	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation
8073	US	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation
8074	US	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation
8075	US	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation
8076	US	HUD - Housing and Urban Development
8077	US	PERFAUTO - Devco Holdings
8078	US	I-2 - Information Interclear
8079	US	TOOTROLLINDLLC - Tootsie Roll Industries, LLC.
8080	US	ZIP2 - ZIP2 CORPORATION
8081	US	FTLNET - Ft. Lauderdale Network
8082	US	WORLDSITE - Worldsite Networks
8083	US	CONGQTLY - Congressional Quarterly
8084	US	WOLVERINE-EXECUTIONS-SERVICES - Wolverine Execution Services, LLC
8085	US	HEQAS - HealthEquity, Inc.
8086	US	PBD-NET - AT&T Services, Inc.
8087	US	NEUMEDIA - NeuMedia, Inc.
8088	US	SRTNET - SRT ENTERPRISES
8089	US	GRYPHONNETWORKS - GRYPHON NETWORKS
8090	CA	X-YEG - Crossfire Information Systems
8091	US	ICOMS - Internet Commerce Services Corp
8092	US	AMH - Access Media Holdings, LLC
8093	GB	PROFOUND MAID plc
8094	ZA	PUKNET
8095	US	NETVALUE - Netvalue, Inc.
8096	CO	R Computadores
8097	US	ONETECH - One Technologies
8098	US	IFN - Internet Financial Group
8099	US	ASN-280 - 280, Inc.
8100	US	ASN-QUADRANET-GLOBAL - QuadraNet Enterprises LLC
8101	US	RTCI-AS - Research Triangle Consultants, Inc.
8102	US	FALLON-MPLS - Fallon McElligott
8103	US	STATE-OF-FLA - Florida Department of Management Services - Division of Telecommunications
8104	US	PENTA-DC1 - Pentagon Federal Credit Union
8105	US	DAKOTACOM - DakotaPro.biz
8106	US	SPRINT97 - Sprint
8107	US	SPRINT97 - Sprint
8108	US	SPRINT97 - Sprint
8109	US	SPRINT97 - Sprint
8110	US	SPRINT97 - Sprint
8111	CA	DALUNIV - Dalhousie University
8112	US	VRIS-8112-8115 - MCI Communications Services, Inc. d/b/a Verizon Business
8113	US	VRIS-8112-8115 - MCI Communications Services, Inc. d/b/a Verizon Business
8114	US	VRIS-8112-8115 - MCI Communications Services, Inc. d/b/a Verizon Business
8115	US	VRIS-8112-8115 - MCI Communications Services, Inc. d/b/a Verizon Business
8116	US	GUIDANT - Guidant Corporation
8117	US	DRF - Daily Racing Form
8118	US	MAAZ-AS - Maaznet Directory Services
8119	US	DTN-AS - Data Transmission Network Corporation
8120	US	BESTWEB - BestWeb Corporation
8121	US	LAYER42 - TCH Network Services
8122	US	DQNAS - Duquesne University
8123	US	POLYBASE - Polybase
8124	US	TUMBLEWEED - Tumbleweed Internet Hub
8125	US	CYBERPORTAL-ASN - Cyberport, LLC
8126	US	KENTROX - Kentrox, Inc.
8127	US	CONNECTEXPRESS - ConnectExpress
8128	US	UOL-AS - UOL Publishing, Inc
8129	US	CAIWIRELESS - CAI Wireless Systems, Inc.
8130	US	INFICAD - Inficad Computing and Design, LLC.
8131	US	PEPBOYS - Pep Boys
8132	US	ENTEX - ENTEX Information Services
8133	US	CYBERCOMCORP - Cybercom Corporation
8134	US	UP-NET - Baraga Telephone Company
8135	US	TROY-UNIVERSITY - Troy University
8136	US	IFSI - Internet Financial Systems Inc.
8137	US	DISNEYONLINE-AS - Disney Online
8138	US	JADE - Jade Inc.
8139	US	RACALDATAGROUP - Racal Data Group
8140	MX	Instituto Federal Electoral
8141	BR	DREXELL DO BRASIL S.A
8142	US	EAGLEQUEST - EagleQuest, Inc.
8143	US	VM1639 - CounterTack Inc.
8144	US	WORLDNOWONLINE - WorldNow Online
8145	FI	GW - Trans-Atlantic Communications
8146	US	GNAC - Global Networking and Computing, Inc.
8147	US	ASERICY - Ericsson Inc.
8148	US	SOURCEWELL-TECHNOLOGY - TIES
8149	US	ABACUS-GROUP2 - Abacus Group LLC
8150	US	MOBILEPS - Mobile Public School System
8151	MX	Uninet S.A. de C.V.
8152	US	BRODER208 - Broderbund Networks
8153	CA	NORTELRCH2 - Nortel (Northern Telecom)
8154	US	GTC - Gulf Telephone Company
8155	US	THE-LINK-MGM - The Link
8156	US	INTI - Integrated Network Technologies, Inc.
8157	US	INTERNETCONNECTUSA - Internet Connection USA
8158	US	LUCENT-WHATS - LGS Innovations, LLC
8159	US	KANSASNET - KansasNet / Fox Business Systems
8160	CA	ROGERS-AS-8160 - Rogers Communications Canada Inc.
8161	US	INSIGHT-AS - Insight Direct USA, Inc.
8162	US	IMPULSEGATEWAY - AZ Digital Enterprises, Inc.
8163	CO	Metrotel SA ESP
8164	US	JUNO - Juno Online Services, L.P.
8165	CA	DATABOSS - DataBoss Inc
8166	US	PRISMNET - PrismNet Inc.
8167	BR	Brasil Telecom S/A - Filial Distrito Federal
8168	US	RAVENET-DE - Ravenet Systems, Inc.
8169	US	ACCESSINDY - Ameritech Access Indiana
8170	US	MICROAGE - MicroAge Computer Centers, Inc.
8171	US	ENET - eNET Inc.
8172	US	MTI - MTI Internet Services
8173	US	ASN1 - Lepercq, de Neuflize and Co. Inc.
8174	US	MHPCC-ASNET2 - Maui High Performance Computing Center
8175	US	HIGHSPEEDWEB - High Speed Web/Genesis 2 Networks
8176	US	NETSCAPE-ASN - Netscape
8177	US	QADAS - Qadas, Inc.
8178	AR	AKI S.A.
8179	US	SFCU-1 - Stanford Federal Credit Union
8180	US	V2-VENTURES-SHUTTER-NET - V2 Ventures, LLC (dba ShutterNet)
8181	US	VCINET - Virtual Communications Inc.
8182	US	DIGITALRIVER-DC3 - Digital River, Inc.
8183	CA	INTERNETSECURE-AS - InternetSecure Inc.
8184	US	LAFFITEMORGAN - Laffite Morgan & Assoc
8185	US	THAWEB - Terry Hines And Associates
8186	US	HPI - High Plains Internet
8187	CA	ALIANT - Bell Canada
8188	US	BLOOMBERG - Bloomberg Financial Market
8189	US	STRATOS - Stratos Internet Group, Inc.
8190	GB	MDNX - MDNX Internet Limited
8191	US	WIDOMAKER - Widomaker Communication Services, Inc.
8192	UA	TMAS Odessa, Ukraine
8193	UZ	BRM-AS
8194	LV	VITA
8195	SE	IONIP
8196	DE	CLARANET
8200	KZ	UPLINK-AS
8201	BE	EVONET
8203	IL	
8204	DE	FTA-NET
8206	LV	JUNIK-RIGA-
8207	UA	AS8207
8208	DE	TEAMWARE-AS
8210	NO	TELENOR
8211	NL	RABOBANK Rabobank ICT
8213	SE	
8216	ES	
8217	IT	ASN-ENI
8218	FR	NEO-ASN legacy Neotelecoms
8219	RU	EXPERT-TELECOM-AS
8220	GB	COLT
8221	BE	ISABEL Isabel Group
8222	DE	NETPLACE Munich, Germany
8223	DE	EXITEC-AS
8224	IT	INTERCOM-AS Vaprio D'Agogna Novara
8226	AM	AM-NIC-AS
8227	BE	CODENET-AS
8228	FR	CEGETEL-AS
8229	HU	KIBERNET-AS Budapest, Hungary
8231	CH	SUNRISE-AS8231
8232	NL	GXS-EUROPE
8233	GB	TELIANET-UK
8234	IT	RAI-AS
8235	CH	TIX-ZH IXEurope Telehouse Zurich Internet Exchange
8236	FI	DNA-CE
8237	CH	DATAWAY-AS
8238	IT	ATT-CH-0C AT&T VAS EMEA (dr6348)
8239	ES	BT-SPAIN-ISP Servicios Masivos ISP
8240	EE	AS8240 ASO Autonomous System
8241	RU	RELLINE-AS
8242	RU	INTELWAY-AS
8243	CH	
8244	IT	SPARKLENET Multi-National-Customers AS
8245	AT	VIDEOBROADCAST-AS
8246	PL	GTS-POLSKA-AS ul. Marynarska 15
8247	CH	CALLTRADE-ZURI
8248	GR	GR-EDUNET
8249	RU	TOTCOM-AS
8251	CZ	NFX_ZSPO
8252	ZZ	-Reserved AS-
8253	GR	DUTHNET-AS
8254	UA	SCANA-AS
8255	FR	EURO-INFORMATION
8256	PL	LODMAN-AS Metropolitan Area Network LODMAN
8257	SK	SLOVANET-BROADBAND http://www.slovanet.net/
8258	UA	VISTI-NET-AS Kyiv, Ukraine
8260	RO	MEMO Str. Octavian Goga nr. 109
8261	IT	ARCHWAY-SAT Italy
8262	BG	EVOLINK-AS
8263	RU	PORTAL
8264	NO	MARLINK-SK
8265	IT	FASTNET-BKB-ASN Network & Application Provider
8266	GB	NEXUSTEL
8267	PL	CYFRONET-AS Metropolitan Area Network Autonomous System
8268	DE	UP-IXP United Peering UPIXP
8269	RU	KUPOL
8270	RS	RBA-AS
8271	CH	CH-IBS-AS8271
8272	GB	NETSCALIBUR-UK
8273	DK	DK-STOFANET-AS
8274	UA	ONLNK
8275	FI	KSVV
8276	GB	VONESERVICES
8278	GR	TUC-AS
8279	RU	ASSTRATEGIYA Novaya Strategia Ltd.
8280	GR	SYNAPSECOM-AS AS NUMBER OF SYNAPSECOM
8282	GB	FIDONET FidoNet Registration Services Ltd
8283	NL	COLOCLUE-AS Netwerkvereniging Coloclue, Amsterdam, Netherlands
8285	LV	
8286	PL	ACI-EDU-AS ZUT ACI Educational AS
8288	SK	AS-BENESTRA-NEXTRA Bratislava, Slovak Republic
8289	SE	DATAPHONE
8290	SK	SLOVANET-WS
8291	RU	RSNET-AS RSNET
8292	DE	CAMDATA
8294	HU	
8295	RS	PIRAEUS-CS-AS
8296	GB	HBVB
8297	CA	GIEUROPE
8298	DE	TOBEREPURPOSE
8299	RU	INFOTEL-AS Moscow, Russia
8300	CH	TEST-AS-MAIN
8301	GI	GIBTELECOMNET
8302	CH	ZATTOO Zuerich, Switzerland
8303	DE	WDR-AS
8304	FR	ECRITEL-FRANCE ISP and web hosting.
8305	RU	NETLIFE NetLife AS
8307	SI	TS BANKART
8308	PL	NASK-COMMERCIAL
8309	FR	SIPARTECH
8310	FR	PACWAN-ASN
8311	ES	REDESTEL Redestel - Redes digitales de Telecomunicacion en Internet
8312	NL	ZYLON-AS
8314	LT	Gedimino av. 12
8315	NL	AMSIO
8317	RO	NETACCESS-AS
8318	ES	CMX-AS
8319	DE	NETHINKS-AS NETHINKS GmbH
8322	DK	TDC
8323	PL	CYFRONET-AS2 Metropolitan Area Network Autonomous System
8324	RU	URC-AS
8325	RU	NETIS-AS
8326	PL	PL-BYDMAN-EDU Educational Users
8328	NL	SAASPLAZA
8329	IT	ASN-ATS
8330	GB	LONAP LONAP Ltd
8331	RU	RINET-AS Cronyx Plus Ltd
8333	AT	NEXTRA-
8334	RU	CO-2COM-AS Moscow
8336	GB	INNOVATIONGRPEMEA
8337	UA	GISP-AS
8338	RO	EQUANTRO Bucharest Romania
8339	AT	KABSI-AS
8342	RU	RTCOMM-AS
8343	UA	DORIS-AS
8345	RU	DSI-IAS DSI Infrastructure Autonomous System
8346	SN	SONATEL-AS Autonomous System
8347	US	former IsraCom, Pardes Hana, Israel
8348	DK	SONERARUS Sonera Russia Internet Services
8350	RU	COMBELLGA-AS
8351	DE	PLANET-
8352	FR	UNIBAIL-AS
8354	DE	TWINWAVE-AS
8356	GB	NEOTEL-UK
8358	HU	MAGYAR-TELEKOM-AS Hungary
8359	RU	MTS
8360	DE	
8361	FR	UBISOFT-AS Montreuil, France
8362	FR	111, Rue de Croix
8363	TR	KOCUNIV-AS Istanbul
8364	PL	POZMAN-COM POZMAN-COM
8365	DE	MANDA
8367	ZZ	-Reserved AS-
8368	BE	BENESOL-BACKBONE International Backbone
8369	RU	INTERSVYAZ-AS 38-B, Komsomolsky prospekt
8371	RU	VIMPELCOM-NN Vimpelcom, Nizhniy Novgorod branch, fixed network
8372	GB	COLT-UK-AS
8373	DE	DEUBA-NET Germany
8374	PL	PLUSNET Plus network operator in Poland
8375	DE	KDDI Deutschland GmbH
8376	JO	
8377	RU	PETERLINK-AS
8379	DE	CYBERNET-AG
8380	PL	TU-EUROPA-PL-AS1
8381	UA	BAYDAR-AS
8382	RU	IRTEL-AS
8384	DE	
8385	SE	UUNET-SWEDEN-AS
8386	TR	KOCNET
8387	AT	T-SYSTEMS-AT Rennweg 97-99
8388	GR	DOLNET
8390	BG	TPN-AS Interoute Bulgaria JSCo.
8391	DE	KNIPP-AS Martin-Schmeisser-Weg 9
8393	KZ	ASTEL-AS Alma-Ata
8394	NO	ALFANETT
8395	RU	EAST-AS
8396	GR	TEE-
8398	RU	TVERSU Russia, Tver
8399	FR	SEWAN-
8400	RS	TELEKOM-AS
8401	GB	VIDGITAL-AS
8402	RU	"CORBINA-AS OJSC ""Vimpelcom"""
8403	GB	SPOTIFYLTD
8404	CH	CABLECOM
8405	DE	
8408	CH	
8409	RU	IITP-AS
8410	RU	NIR-AS
8411	RU	
8412	AT	TMA Rennweg 97-99
8414	GR	Place des Nations, CH-1211 Geneva 20 Switzerland
8416	RU	INFOLINE-AS
8418	FR	Global Dial IP Network
8419	GB	HOTCHILLI
8422	DE	NETCOLOGNE
8423	RO	PRINTERR-AS
8426	GB	CLARANET-AS ClaraNET LTD
8427	RU	MAGINFO-AS Magnitogorsk, Russia
8430	RU	ALMA-MEDIA-ALMATY-AS Almaty, Republic of Kazakhstan
8431	BG	AS8431 Sofia, Bulgaria
8434	SE	TELENOR-SE former Utfors Bredband AB & Telenor AB
8435	GB	LBG_INTERNET_EDGE Lloyds Banking Group Internet Edge
8437	AT	UTA-AS
8439	RU	AIST Togliatti, Russia
8440	RU	SNCNET-AS SNC Autonomus System
8441	RU	GARANTSERVICE-AS
8442	DE	SWOL Neckarstrasse 1-5
8443	RU	SKHDSV-AS Sakhalin Branch
8444	GB	HENDERSON
8445	AT	SALZBURG-AG-AS
8446	ES	ASN-SJU
8447	AT	TELEKOM-AT A1 Telekom Austria AG
8448	HU	PGSM-HU Torokbalint, Hungary
8449	KG	AS8449-ELCAT
